id;node_orig;node_dest
2325;47192;61965
2326;64811;127615
2327;3259;77840
2328;57706;111429
2329;11530;11530
2331;88832;76539
2332;79498;56812
2333;108526;4477
2334;67523;52912
2335;86626;56992
2336;82045;77762
2337;29950;65437
2338;51405;15348
2339;22256;3334
2340;3397;4620
2341;75651;49783
2342;47167;1253
2343;127933;64811
2344;74142;68157
2345;109193;88923
2346;85445;87899
2347;8710;85003
2348;25452;64348
2349;139148;22591
2350;63060;61349
2352;4128;4414
2353;85472;12665
2354;12665;85472
2355;53989;103703
2356;14439;127139
2357;9914;10085
2359;60928;4992
2361;22253;79513
2363;74114;88385
2364;91015;6599
2365;21638;21638
2366;58817;16741
2367;94289;1253
2368;9757;51380
2370;149569;68904
2371;3589;76068
2374;107583;54694
2375;3901;6707
2376;27899;77020
2377;56851;114
2378;27575;4639
2379;47255;6322
2380;8337;88384
2381;16734;6731
2382;7968;16515
2383;75651;88867
2384;98140;51857
2385;4704;52488
2386;88385;3082
2387;8791;8791
2388;27575;56832
2389;22256;48090
2390;18912;5280
2392;51400;88513
2393;79913;5157
2394;76933;161
2395;157;84491
2396;59626;65178
2400;61940;48039
2401;3906;227
2402;58460;76255
2403;51750;82998
2404;86719;4256
2406;79922;88840
2408;75177;1617
2409;57717;88575
2410;263;56635
2411;52183;51353
2413;65248;22253
2414;22253;65248
2415;79043;75239
2416;56832;53989
2419;76492;23856
2420;97124;4620
2421;4620;58104
2423;56859;4256
2424;160;3627
2425;76072;62488
2426;23873;84382
2427;14439;4623
2428;67494;87020
2429;86884;11191
2430;53704;3798
2431;88544;77720
2432;120733;3298
2433;9015;73454
2434;55760;109193
2435;26708;22253
2436;30151;61276
2437;61126;3339
2438;79400;9757
2439;3657;52177
2441;55109;75152
2442;77341;64053
2443;65905;128
2444;85354;53688
2445;64053;75385
2446;3791;24132
2447;71985;4248
2449;16515;7969
2450;61023;61023
2451;8192;4848
2452;4848;8192
2453;16740;23152
2455;22253;3339
2456;88498;57725
2457;6322;22669
2458;16741;87232
2459;65022;49779
2460;8791;69049
2461;5294;113977
2462;16746;54660
2463;60704;97058
2464;85512;14168
2465;5888;126699
2466;65178;111896
2467;88680;3263
2468;3260;88680
2469;88787;53809
2470;88401;23920
2471;77097;3589
2472;79649;18362
2473;56708;49786
2476;77020;3259
2477;51857;62496
2478;65250;94549
2479;3085;73454
2480;86953;105582
2481;3099;8337
2482;65102;52184
2483;126978;1446
2485;95494;3030
2486;88828;9941
2488;62792;62792
2489;53769;98140
2490;3081;50862
2491;113977;73103
2492;76464;1446
2493;4483;74151
2494;272;86234
2496;96086;58098
2497;73194;85264
2499;82892;401
2500;12708;47579
2501;8155;61965
2502;73099;60713
2503;3577;127147
2504;56635;29890
2505;162068;58806
2506;85232;58806
2507;88034;80542
2508;27068;78639
2509;127147;17356
2512;420;420
2513;52695;127790
2514;79776;18787
2515;155158;3577
2516;59626;77169
2517;47521;58035
2520;77656;22345
2521;48064;52916
2522;24373;120733
2523;4759;56812
2525;51932;75152
2526;1446;57711
2527;51857;68904
2530;81973;75152
2531;79738;81973
2532;90021;58948
2533;126699;72921
2534;399;62283
2536;87232;53361
2537;76963;61346
2538;77169;326
2539;88147;5294
2540;71063;88498
2541;127341;88173
2542;109147;88923
2545;85472;9840
2547;3589;77768
2548;53989;55414
2549;86823;85472
2552;80542;64811
2554;94549;16737
2555;8389;56846
2556;122;52488
2557;77919;88199
2558;79521;10085
2559;80816;48090
2560;127262;64210
2561;61276;30151
2562;106321;106723
2563;82961;17254
2564;3260;88680
2565;47255;5637
2566;65285;114
2567;162;65141
2568;1503;65259
2569;162067;58806
2570;3259;77020
2571;4453;53989
2572;58035;58035
2573;3421;68079
2574;9757;51380
2575;17545;88828
2576;71238;51528
2577;106723;83666
2582;3800;3836
2585;88227;106321
2586;89968;60611
2588;127262;88904
2590;76461;75269
2591;56194;8389
2592;18939;15356
2593;27078;75124
2594;108526;35702
2595;5649;79686
2596;3544;85091
2597;79649;75114
2598;88909;51757
2599;1446;71686
2600;51528;88408
2601;1446;89224
2602;68515;88542
2603;16740;81527
2604;75124;327
2605;3428;16668
2606;227;3638
2607;54728;85200
2609;88498;8168
2610;23285;4848
2611;66113;61161
2612;89222;85201
2614;4602;88575
2615;88419;5205
2616;85200;161
2617;78814;14331
2618;88859;139148
2620;88385;64210
2621;14492;399
2622;56979;15927
2623;4378;327
2624;70780;62792
2625;11286;23285
2626;85091;98140
2627;86232;273
2628;162068;86366
2629;53553;14385
2630;65374;154212
2631;74143;74143
2632;154212;22345
2633;25452;88787
2634;76747;69056
2635;88141;92931
2636;106268;48139
2637;16741;4726
2638;85201;6731
2639;36437;36437
2641;48139;56063
2642;56063;10395
2643;84270;60742
2645;55398;110083
2646;60742;5434
2647;275;1446
2650;52903;83989
2651;97054;46103
2652;52903;76747
2653;88828;88185
2654;101990;86884
2655;3271;9444
2656;86884;11188
2658;4308;4308
2659;59128;88886
2662;3560;53989
2663;84382;10513
2664;52488;89614
2665;52488;55018
2666;22345;22345
2667;3072;8390
2668;18934;77768
2669;76070;77182
2670;5205;88875
2675;56818;63891
2676;92355;49786
2677;4249;52494
2678;399;14492
2679;51757;3839
2680;26627;51760
2682;111;82998
2683;88859;89346
2684;235;53702
2686;4308;4308
2687;18665;17597
2691;79922;51504
2692;52486;3625
2693;64210;24342
2694;5235;95494
2696;80300;51912
2697;4608;85521
2698;105235;84382
2699;45172;5382
2700;63891;5649
2702;52967;34590
2703;87899;85448
2704;4702;77755
2705;40240;60903
2707;57485;161
2708;98140;51857
2710;97054;61181
2711;85608;50472
2712;27591;3523
2714;61181;97054
2716;4475;87429
2717;77768;139148
2718;139148;68904
2719;63920;59916
2720;275;75534
2721;68882;76068
2723;3589;48558
2725;89346;88859
2726;84486;83669
2727;86884;3112
2728;3449;3398
2729;76492;103702
2731;75128;16668
2732;4615;55110
2733;56194;73909
2734;74649;8934
2735;58806;58806
2736;49786;58806
2737;87824;58043
2738;85470;4452
2740;14335;52542
2741;89343;56993
2742;88485;68882
2743;4565;88922
2745;18934;161
2746;61225;398
2747;16668;327
2748;64790;85046
2749;64790;64790
2751;87887;45183
2753;5164;148039
2754;61495;78539
2755;70780;62792
2756;87822;55860
2757;75114;105582
2758;57077;54712
2761;51941;4463
2762;78874;23918
2764;36437;36437
2765;275;1446
2766;3625;52494
2767;4848;4184
2768;3406;61257
2769;58459;56070
2770;23025;85258
2771;23025;77663
2772;103588;8370
2773;245;61340
2775;19865;77712
2776;84535;4848
2777;61340;75102
2778;68860;14086
2779;4256;86719
2780;86683;3886
2781;51307;3457
2782;86366;75386
2783;75102;6735
2784;4308;4308
2786;142063;102206
2789;399;61225
2792;3742;44699
2793;4456;51528
2794;88874;92355
2796;6677;22345
2800;59071;60259
2802;57985;86884
2803;5244;64100
2804;64100;127946
2805;5244;55431
2806;54709;5245
2809;57972;161
2810;78018;77755
2811;4397;60706
2812;61023;61023
2813;87545;1145
2815;8155;73909
2817;4848;4184
2818;127864;4848
2819;4848;14086
2820;14086;4848
2821;4615;144642
2825;71688;4331
2826;28489;3298
2827;14492;401
2828;88134;75556
2829;88137;55018
2830;35702;108526
2832;6707;3901
2834;55760;109193
2836;65905;52548
2837;79400;9748
2839;8192;4848
2840;14086;61064
2841;4848;8192
2842;88680;87020
2843;67494;23910
2844;75539;22253
2845;49779;4655
2846;77020;55002
2847;54019;4639
2848;4234;79528
2850;4610;54019
2851;88140;89343
2852;88401;23920
2853;60662;391
2854;4848;60928
2855;17727;4126
2856;60259;64667
2857;51857;62496
2858;79489;4721
2859;63939;55896
2860;57706;76054
2861;88787;49779
2863;8155;61965
2864;65153;98140
2865;23918;23918
2867;22257;88401
2868;64210;51571
2869;47546;56818
2870;65430;3807
2872;9268;105582
2873;481;481
2875;65226;49785
2876;78639;75124
2877;161;1446
2878;4620;15790
2879;4340;14335
2880;77755;77755
2881;86353;78302
2882;57677;108
2883;64790;85046
2885;86356;17223
2886;283;85264
2888;3916;3916
2890;85337;61361
2891;3577;75154
2892;23909;120733
2893;61527;84743
2894;22345;22345
2895;88559;14492
2896;75155;3577
2897;79498;56812
2898;109147;88923
2899;57725;77064
2900;75114;45187
2901;13383;4245
2902;66113;61161
2903;61279;88680
2905;84743;77197
2906;79521;127032
2907;23909;86884
2911;53698;78639
2912;17255;60971
2913;21638;21638
2914;3641;127939
2915;127944;11286
2916;63385;16741
2917;92363;51646
2919;3428;5389
2920;83907;77341
2921;75113;61527
2922;108526;35702
2923;4704;263
2926;3807;65430
2927;55002;77020
2928;77020;77020
2929;3901;6707
2930;54887;88401
2931;67524;3586
2932;68890;4162
2934;22253;65248
2935;60971;3076
2937;88887;4239
2938;88887;17544
2939;9941;88828
2940;3085;85936
2941;283;79489
2944;82889;77679
2945;57485;61963
2946;162068;23053
2947;54019;65285
2948;88887;79375
2950;5649;92300
2952;55760;76070
2953;57464;79686
2955;21652;87866
2956;79489;28605
2957;45172;60711
2958;275;89222
2959;57717;88575
2960;64486;57717
2961;4358;56977
2963;3365;84382
2964;5206;86366
2965;53989;52205
2966;54729;85201
2967;3297;88137
2969;28608;79489
2970;154100;53989
2971;89222;275
2972;48558;16668
2973;79922;79922
2975;79375;88887
2976;57555;4615
2977;120733;3298
2980;77341;49779
2981;86366;51528
2982;51547;27078
2983;10085;52403
2984;80802;75155
2985;58503;78636
2986;78636;3586
2987;6707;3901
2988;14492;400
2989;22052;22229
2990;16923;79738
2991;76577;89640
2992;29890;56635
2993;56635;161137
2995;5533;66113
2996;5160;229
2998;88140;3428
2999;60030;4912
3001;4848;83542
3002;16740;23152
3003;81973;75152
3004;6322;22669
3005;15356;49779
3006;79393;49786
3007;47192;78539
3008;56828;5120
3009;65248;22253
3010;77679;52184
3013;17219;55896
3014;52488;4704
3015;86233;3586
3016;18787;62121
3017;51857;62496
3019;77020;3259
3020;105505;3800
3021;88575;6988
3023;71138;64667
3024;8329;87945
3025;8155;61965
3026;5120;3397
3028;75534;57804
3030;79489;283
3031;51676;89352
3032;78639;22247
3033;161;1446
3035;88630;89348
3037;4620;23856
3039;45183;3421
3041;4595;54793
3042;23916;23917
3043;61181;97054
3044;75102;126931
3045;23053;117975
3046;53989;57778
3049;89326;3870
3050;86884;78479
3051;75147;45187
3052;15367;227
3053;57804;4126
3054;62980;62980
3055;87437;5651
3056;85233;79401
3057;12811;79445
3058;82161;75102
3059;97054;46103
3060;481;481
3061;88556;53989
3063;60323;55807
3064;100384;100383
3065;4471;58460
3067;79498;56812
3068;5651;47192
3069;47192;5651
3070;46104;50472
3072;52451;78336
3075;24373;120733
3076;3451;75152
3077;75155;68904
3078;81367;139148
3079;86558;86558
3081;157;27068
3082;162068;6773
3084;399;62283
3085;22052;70002
3088;87135;76539
3089;87904;87904
3090;5566;18789
3091;57541;82161
3093;148039;127147
3094;77249;51843
3095;109147;56635
3096;57551;3628
3097;4374;9422
3098;9422;4374
3099;85472;10091
3101;72921;126699
3102;23903;148039
3103;52760;4471
3104;87945;12165
3105;23285;3076
3106;85936;3082
3107;79528;65028
3108;3085;73454
3111;56813;14334
3112;73452;3085
3114;67523;52912
3115;56635;29887
3116;103703;68712
3117;65178;58416
3118;68882;86233
3119;4704;59283
3120;4752;76577
3121;68712;76464
3122;89348;88630
3127;27078;127032
3128;113977;10085
3129;81973;81973
3131;47255;6322
3132;3259;103699
3134;49786;86363
3135;54826;77679
3137;4531;79498
3138;3316;87952
3139;89349;68371
3140;53989;85201
3141;103701;77020
3142;3300;49779
3143;3582;51857
3144;88902;79513
3145;75542;72921
3146;89338;51842
3148;3557;51687
3150;56586;14340
3151;4199;65259
3153;126699;85521
3154;59626;77970
3155;3807;65430
3156;4718;52201
3158;52201;23918
3159;5650;79686
3161;88604;127032
3163;11530;11530
3167;4912;48039
3169;51635;83907
3171;3900;6707
3173;76464;76933
3174;63437;3854
3175;4848;59174
3177;75386;79489
3178;16740;77817
3179;92354;58806
3180;64053;53989
3181;77970;3569
3183;60323;17392
3185;92363;82998
3186;75128;16668
3188;98719;65285
3191;62750;53698
3192;3262;68712
3193;4749;77341
3194;88142;76464
3195;4694;51528
3196;86558;86558
3197;53698;4622
3198;6592;65178
3199;68712;161
3200;120733;3298
3201;54887;104579
3202;58634;22260
3203;11069;58634
3205;77020;61948
3206;71985;113977
3207;77341;49779
3208;16668;27078
3209;55760;109193
3210;19236;87288
3211;68904;77066
3212;88985;161137
3213;77066;126977
3214;60638;57725
3215;77066;60638
3216;75113;3515
3217;22052;22229
3218;60495;56635
3219;35702;88766
3220;47289;79863
3221;23750;113455
3223;62829;62829
3224;2636;3303
3225;3076;86682
3226;57717;10339
3228;13298;54760
3229;68371;3316
3232;65259;3316
3233;79502;52184
3234;105582;45183
3236;127032;118
3237;52488;4704
3239;56142;57804
3240;63060;49779
3241;14013;3901
3242;88401;23920
3243;4542;3288
3248;79649;18362
3249;88924;98140
3250;77020;3259
3251;52648;75126
3252;86638;61525
3253;4718;23918
3254;8155;5651
3255;4718;3336
3260;65250;17312
3262;24863;24863
3263;77162;8624
3264;88828;17544
3266;9418;4374
3267;23053;49785
3268;56194;56179
3270;4704;4704
3271;4620;23856
3272;88496;88536
3273;275;1446
3275;53786;88099
3276;54729;75098
3277;78638;79528
3278;52494;79738
3280;62981;62980
3282;4641;111896
3285;89349;22727
3286;3061;106321
3287;105209;3288
3288;15348;18783
3289;18783;4702
3290;23892;57677
3291;57677;86366
3292;61181;405
3293;51882;47186
3295;14334;3397
3296;89350;3406
3297;3577;6809
3299;8821;87980
3301;8818;51419
3302;97263;55744
3303;47192;5651
3307;5533;66113
3308;139222;86559
3310;3397;5120
3311;3523;127933
3312;79498;56812
3313;79776;85335
3314;51707;3571
3315;83904;24345
3317;8390;8390
3318;103701;74109
3319;1253;47167
3320;4274;148039
3325;51757;3511
3326;53989;4414
3327;47167;1253
3329;88173;5174
3331;73062;86720
3332;109193;56635
3333;88154;89347
3334;55110;40488
3335;154100;27583
3336;155157;155157
3337;40240;60903
3338;7965;107952
3340;4610;87880
3341;9612;4610
3342;88985;29890
3343;4481;62147
3344;61525;64157
3345;87017;51705
3346;18362;4848
3347;481;86516
3348;88559;60663
3349;87288;227
3350;84968;10370
3351;88904;79738
3353;75152;81973
3354;3901;6707
3356;18912;10085
3357;77340;51381
3358;4716;16741
3359;54660;51544
3360;16741;58816
3361;58816;92348
3362;4848;8192
3363;8192;79649
3364;47044;60678
3366;22253;79513
3368;83386;37524
3369;9757;51380
3370;24356;9214
3372;3316;51758
3373;107583;54694
3374;45183;3421
3376;45183;45183
3377;1446;161
3378;127615;88416
3379;80802;88652
3380;135;68003
3381;4704;52488
3382;283;79489
3383;79489;283
3384;108526;35702
3385;5196;23063
3386;4374;9422
3388;54793;81916
3389;17545;88886
3391;106723;4552
3392;3520;23856
3393;74338;3385
3394;88887;79375
3395;88841;127032
3396;5649;79686
3397;22722;59060
3398;16938;86678
3400;86558;86558
3401;86558;86558
3402;15367;4312
3404;54826;113
3405;107431;63883
3406;4085;89327
3407;275;89222
3408;22253;4615
3409;65248;22253
3410;22253;75539
3412;89327;86232
3414;5306;15364
3415;97058;60705
3416;79404;4403
3417;28600;64210
3418;22400;77092
3419;327;16668
3420;79375;88887
3421;74123;10736
3422;3768;4256
3424;48559;75239
3425;51635;3421
3428;51635;4574
3429;51687;4615
3430;162068;58806
3431;79738;88909
3432;56181;77092
3433;120733;3298
3435;87959;61280
3436;77341;49779
3437;51547;327
3438;6707;3901
3439;35702;108526
3440;30151;61276
3441;62792;62792
3443;88904;75155
3444;11286;75155
3445;61495;3264
3446;51380;9757
3447;29890;56635
3448;77020;61280
3449;127032;13383
3451;65259;89350
3453;57725;77066
3454;60638;57725
3456;47289;78539
3459;106321;48463
3461;51907;75152
3464;16740;23152
3466;65430;78256
3467;24863;24864
3468;71138;64667
3469;8155;5651
3470;65248;22253
3471;76492;78441
3474;56194;51571
3476;50843;55745
3477;22345;65375
3478;60678;47045
3480;88904;78814
3482;78336;89327
3483;161;1446
3484;5651;47192
3485;53361;87288
3486;3397;61276
3487;1446;61963
3489;61276;24576
3490;86683;57030
3491;5120;75154
3495;47192;5651
3498;77341;77341
3500;55002;77020
3501;86366;126977
3502;58503;4565
3505;3900;6707
3506;87586;65028
3507;87288;77338
3509;75196;86683
3510;4704;52488
3511;76698;5397
3512;56635;29890
3515;8821;74959
3516;74961;8818
3517;9757;51380
3518;22253;65248
3520;154195;80816
3522;47907;5628
3523;61172;88568
3524;51571;8389
3525;68749;3399
3526;108526;35702
3527;60225;79686
3528;76255;3394
3529;3394;76255
3530;4374;9422
3532;76275;86234
3535;4509;16668
3536;162068;68712
3537;23920;88401
3538;3740;4620
3540;87437;65259
3541;53553;58806
3542;275;61349
3543;61338;275
3545;120733;3298
3546;85503;85091
3548;52488;55018
3549;54200;62147
3551;60858;60800
3552;35702;108526
3553;16668;27959
3554;11286;75155
3555;6707;3901
3556;51380;9757
3557;52912;67523
3558;64100;89346
3559;127032;25452
3561;4848;8192
3562;65259;89350
3563;54709;54153
3564;88401;23920
3565;55414;8710
3566;8710;75542
3567;89338;51646
3568;65226;55946
3569;79774;27634
3570;17313;27070
3571;75534;23911
3572;60678;47045
3573;77066;57725
3574;60695;60638
3575;77066;61834
3576;61834;77066
3577;68904;57725
3578;61293;78539
3579;64486;57717
3580;77020;55002
3581;67524;3586
3582;9268;105582
3586;9268;105582
3587;105582;85354
3588;23918;23918
3589;4718;23918
3590;86363;4422
3591;57483;66113
3592;61181;97054
3595;47605;88655
3596;97054;46103
3598;112548;61181
3601;72889;76749
3602;3901;6707
3604;23909;85470
3607;106321;58098
3611;579;97054
3612;9108;60906
3613;3298;120733
3614;11063;139148
3615;8389;67631
3616;81367;139148
3617;79446;78539
3618;57078;86353
3620;17178;17095
3623;139148;61181
3624;79498;56812
3625;77092;10362
3626;109193;88923
3627;92352;88896
3628;60742;80540
3629;60742;60742
3632;87746;62230
3633;79483;51863
3634;4704;52488
3636;283;77092
3637;49779;68749
3638;88140;80802
3639;9757;51380
3643;4199;80300
3644;80802;88654
3645;87288;76051
3646;56813;5556
3647;60225;56818
3648;100178;51305
3650;54760;68454
3651;3271;77020
3652;67523;52912
3655;107583;76461
3657;68749;66909
3658;56813;89222
3659;74443;74443
3660;18789;86233
3661;89327;57756
3662;3082;22345
3664;53989;55414
3665;51398;79489
3666;88181;58092
3667;79489;75202
3668;89213;4386
3669;76255;3394
3670;3394;76255
3671;52512;4256
3672;161;68105
3674;54826;84964
3675;83907;87158
3676;88154;60638
3677;51646;4162
3678;27078;16668
3679;73911;160
3683;54887;88401
3685;55002;85201
3686;4386;235
3687;50469;3339
3688;58390;3577
3689;65150;95494
3690;77770;64210
3691;51547;327
3692;55817;86582
3693;46840;12198
3694;88140;75126
3695;3388;27634
3696;12198;68954
3697;3397;61276
3698;23917;23918
3699;88528;6986
3700;88859;92302
3702;61365;88496
3703;79738;3921
3704;36437;36437
3705;4256;86719
3706;4256;86719
3708;16423;50656
3709;78336;87232
3710;57706;10370
3711;56197;14331
3713;22467;61438
3714;86366;75102
3716;64210;88513
3717;61438;75385
3718;54826;79738
3719;8390;8390
3721;13198;13275
3722;94549;75117
3723;55106;61212
3724;22390;4474
3725;62947;9108
3726;6616;85354
3728;3109;767
3729;77768;88867
3730;1145;481
3732;481;88568
3733;77020;4509
3737;154100;69114
3738;65324;69255
3739;4509;77020
3740;86366;4509
3742;85470;75534
3743;3428;111
3745;48684;95494
3746;4509;57283
3747;79483;15347
3748;77338;54954
3750;70005;22052
3751;127262;55414
3752;59071;47579
3753;59071;89350
3754;65250;3588
3755;4477;64155
3756;3397;64635
3757;27583;27583
3758;88438;67492
3759;56974;23918
3760;86626;61265
3761;79404;127933
3763;54826;79738
3764;36674;36503
3765;4719;56544
3766;78336;87232
3767;56544;99342
3768;5120;142063
3769;85315;68154
3771;481;7651
3772;84382;84382
3773;79603;55547
3774;65825;55896
3777;16423;50656
3778;7287;78587
3779;106557;9907
3781;16739;4749
3785;14013;22550
3786;10360;14338
3787;85258;110440
3791;126982;44594
3792;78587;54826
3793;4746;79776
3795;61345;60682
3796;56194;4552
3798;120733;3298
3801;15347;49779
3802;62567;62792
3803;70780;62567
3804;70780;87462
3806;76577;89640
3807;6707;3901
3808;40488;87288
3809;79400;9757
3810;56635;161137
3812;65905;128
3813;86823;96230
3814;85472;10091
3816;75237;62152
3817;159057;113977
3818;4489;1446
3822;2636;3303
3823;61023;64076
3824;52488;4704
3825;18908;25452
3826;127032;25452
3827;72921;126699
3829;92937;86366
3830;88140;89343
3831;77020;61280
3832;92363;3589
3834;67524;3586
3835;111625;80198
3836;4043;21878
3837;64155;61525
3839;8155;108879
3840;127703;111996
3843;74963;60678
3844;60678;47045
3845;79502;52184
3846;481;481
3847;85337;61361
3848;16737;57804
3850;54765;4480
3852;67492;98140
3853;45183;3421
3854;49783;75651
3855;79498;55053
3859;161;68712
3860;3298;120733
3862;55382;102697
3863;59912;89640
3864;89640;78638
3865;3061;127934
3866;54456;60444
3867;18783;64053
3871;3577;61495
3888;3589;126985
3896;88678;23923
3904;86232;63883
3907;3560;3577
3934;47907;5641
3943;127934;56181
3964;58092;154195
3969;6707;3901
4018;89327;11204
4050;56833;65102
4054;88904;88875
4059;79777;27575
4067;8390;8390
4088;56859;76539
4090;629;764
4093;1446;4489
4095;85042;53536
4121;83525;18942
4124;75237;108
4154;89222;275
4157;127147;6592
4165;17122;56844
4169;61023;61023
4187;35702;108526
4190;11286;75155
4192;18908;56635
4226;65430;3807
4227;88840;56846
4231;56194;56179
4232;64238;82961
4236;45184;87960
4237;85354;105582
4239;88136;5186
4248;75541;4405
4260;75386;4721
4303;63435;79489
4304;283;49779
4315;75206;107
4318;108526;35702
4319;68712;88689
4321;107;54765
4325;275;89222
4336;17356;127623
4341;89224;275
4344;24576;6988
4351;51547;327
4359;127032;25452
4379;61340;4752
4399;48684;3259
4402;65465;65806
4415;88149;88138
4417;56833;3628
4419;3535;61811
4449;4473;75537
4450;61276;61811
4452;17727;61950
4465;1617;77020
4491;103621;60052
4541;59071;47579
4556;1443;61261
4560;51842;89338
4564;17356;4003
4587;23873;79498
4649;81367;5382
4655;6624;88376
4657;6736;127141
4675;82818;86772
4683;62792;62792
4703;3628;113977
4707;3543;67642
4710;113975;64811
4723;8390;154212
4752;4489;1446
4772;52134;108
4780;75206;3742
4786;51918;68882
4787;80181;74114
4789;64210;51571
4800;65208;4483
4805;88385;8408
4809;4477;65259
4824;68515;29890
4826;79448;67642
4836;18362;67631
4844;61963;61340
4879;248;77020
4947;108;60626
4952;3398;55001
4955;14095;3577
4960;92348;58806
4962;56635;29890
5001;4303;6441
5016;3386;87288
5019;127032;25452
5029;126977;77066
5047;16537;82765
5051;82765;47109
5067;51761;51307
5072;76933;17217
5075;283;85958
5079;75811;106723
5083;58781;128038
5117;57440;18783
5119;74334;107
5127;55760;109193
5150;51371;9420
5154;4253;27070
5160;4053;4043
5168;87554;44047
5180;60626;108
5208;282;64078
5212;79452;60626
5220;27078;4361
5230;52648;126977
5273;7294;47109
5286;161156;3971
5296;53791;86366
5314;3542;54690
5316;88029;64348
5385;86884;11191
5388;86884;11191
5390;86884;11188
5391;86884;11191
5416;8389;8390
5420;65208;68154
5436;89326;58806
5438;4350;51758
5458;88787;127878
5463;75102;75102
5486;65374;21645
5514;76074;75205
5585;88385;22345
5596;59124;77769
5647;77020;59038
5648;127143;127143
5668;127032;25452
5697;27076;73192
5709;86677;56833
5726;16739;4719
5743;52134;17225
5774;89224;275
5780;63435;79489
5783;60997;6614
5784;52205;22019
5833;58781;76435
5835;45625;3303
5838;87904;4330
5847;63972;88544
5863;55433;61974
5879;23918;61181
5891;85251;88500
5895;7968;59903
5899;88175;51307
5909;76978;4550
5910;54826;68512
5938;127032;13383
5941;25452;127032
5943;13383;127032
5944;27078;127032
5945;79400;9748
5947;87463;83962
5955;3500;89640
5962;89338;51646
5963;51705;3301
5965;89640;116226
5988;79483;111
6009;79861;54140
6043;58781;75386
6100;22345;22345
6101;84527;47159
6103;85938;75067
6126;22345;17271
6127;17271;22345
6133;22345;89647
6137;5151;15608
6169;29880;44461
6177;52913;127262
6189;6616;4459
6191;78336;75537
6196;54826;127615
6238;3577;4721
6247;61495;3577
6251;78639;4330
6252;4330;4309
6256;4509;63437
6273;54826;77128
6284;62147;76065
6298;24356;22388
6303;6441;88575
6310;89222;275
6334;8389;281
6353;55002;25452
6364;87288;79482
6368;79482;87288
6384;24864;24863
6390;52486;111
6397;34554;50962
6402;4374;9418
6407;109193;88923
6417;59912;56977
6419;83806;6988
6427;79772;162
6432;4169;75591
6449;88889;52183
6463;85512;3886
6491;6809;4710
6521;86417;85512
6525;126978;1616
6580;53989;88654
6597;4330;77160
6599;5720;6773
6622;79452;53989
6623;3586;4162
6630;76249;3569
6652;55001;114
6664;3554;65178
6695;65248;22253
6706;70537;74151
6708;16739;109710
6740;56859;54826
6755;4161;4483
6757;4169;75591
6758;18934;161
6763;48136;48136
6768;52761;10716
6769;64348;4274
6770;87288;79482
6771;60705;75118
6773;92932;87288
6775;4274;127032
6780;23917;78874
6784;68519;78309
6794;34548;82899
6800;6322;98250
6805;103702;87288
6817;4458;5232
6819;23918;23918
6829;25365;106929
6832;76062;88011
6859;97018;61204
6863;580;10717
6865;49785;74109
6869;23918;23917
6874;9422;4374
6875;3397;89339
6880;99959;57804
6882;25378;88642
6883;25376;25427
6884;3162;61280
6895;77341;49779
6898;79400;9757
6908;4263;90986
6959;76539;23904
6974;11312;10375
7024;77713;25452
7038;75811;75537
7042;4331;87288
7046;4721;3304
7049;61361;283
7059;65208;68154
7078;51398;3288
7084;15348;18912
7089;76464;68712
7093;54945;79489
7094;10519;53325
7099;50545;10519
7147;114;49785
7156;53989;65287
7186;61059;74109
7238;4255;127032
7244;376;21880
7249;79913;5172
7252;5174;79913
7253;65311;154195
7276;95531;23285
7282;88680;3577
7287;4718;4718
7311;94549;3577
7324;60663;57070
7330;1446;1446
7382;57600;1446
7383;79362;88141
7388;88141;79362
7389;92964;3421
7394;6751;113977
7397;1446;57979
7416;85264;283
7457;3551;54690
7480;47546;48541
7509;17356;58806
7511;4274;76539
7516;3542;67642
7553;79448;3609
7559;61947;79394
7571;57778;4394
7594;12207;95494
7622;62490;79489
7623;283;49779
7631;48040;61161
7640;4594;65375
7641;8329;60936
7648;47186;47194
7650;79491;57353
7656;87288;81527
7658;92934;87288
7660;76464;127623
7664;76464;68712
7668;68712;88787
7674;76464;75811
7681;75811;76464
7707;22345;21645
7713;4280;78636
7732;10519;53325
7734;58460;76255
7738;87960;85987
7743;78636;56859
7744;56194;8389
7746;79452;92964
7747;100176;76464
7807;68749;3399
7817;4642;88402
7820;4204;54826
7825;88402;4642
7835;51843;92988
7840;88543;88175
7858;63863;61136
7863;65208;4456
7866;78336;75537
7868;88559;61230
7873;45208;89031
7885;87970;87970
7892;88902;113973
7896;64334;5244
7908;1446;57985
7919;2663;481
7958;45208;89031
7965;51705;86890
8047;56832;67642
8054;4344;88141
8086;65208;85337
8090;4452;4620
8110;87288;81527
8112;92934;87288
8118;51758;56176
8144;4344;88141
8145;77713;25452
8147;100178;89349
8159;108;63982
8163;3403;58806
8193;57762;51851
8215;58806;58806
8249;77020;85201
8255;65259;4456
8256;78334;75537
8257;65208;75542
8259;4483;75537
8267;3517;57762
8279;92988;52205
8294;1443;80395
8298;76007;89222
8340;103703;61345
8353;22461;21645
8376;17090;16141
8380;50545;112548
8396;56582;113976
8405;23918;23918
8424;6648;74151
8431;92361;88030
8450;155158;274
8453;3807;65430
8469;154212;22345
8474;4160;75386
8480;127032;51542
8498;22345;17268
8529;103703;55110
8547;21879;56584
8549;79362;88141
8550;61965;47192
8551;47192;5651
